"","Tm","Year","Date","Time","LTime","at","Opp","Week","G.","Day","Result","OT","Location","Surface","Roof","Temperature","turf_spec","Stadium","Surface_detailed","Surface_3cat","Surface_2cat","n_injs","Surface_all","TeamYear"
"2829","BAL",2019,"9/29/2019","13:00","13:00","","CLE",4,4,"Sun","L 25-40","","BAL","grass","outdoors","83","Tifway 419 Hybrid (with Rye)","BAL","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","BAL 2019"
"2830","BAL",2019,"10/13/2019","13:00","13:00","","CIN",6,6,"Sun","W 23-17","","BAL","grass","outdoors","64","Tifway 419 Hybrid (with Rye)","BAL","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","BAL 2019"
"2831","BAL",2019,"11/3/2019","20:20","20:20","","NE",9,8,"Sun","W 37-20","","BAL","grass","outdoors","48","Tifway 419 Hybrid (with Rye)","BAL","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","BAL 2019"
"2832","BAL",2019,"11/17/2019","13:00","13:00","","HOU",11,10,"Sun","W 41-7","","BAL","grass","outdoors","44","Tifway 419 Hybrid (with Rye)","BAL","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","BAL 2019"
"2833","BAL",2019,"12/1/2019","13:00","13:00","","SF",13,12,"Sun","W 20-17","","BAL","grass","outdoors","40","Tifway 419 Hybrid (with Rye)","BAL","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","BAL 2019"
"2834","BAL",2019,"12/12/2019","20:20","20:20","","NYJ",15,14,"Thu","W 42-21","","BAL","grass","outdoors","33","Tifway 419 Hybrid (with Rye)","BAL","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","BAL 2019"
"2835","BAL",2019,"12/29/2019","16:25","16:25","","PIT",17,16,"Sun","W 28-10","","BAL","grass","outdoors","46","Tifway 419 Hybrid (with Rye)","BAL","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","BAL 2019"
"2836","CIN",2019,"10/13/2019","13:00","13:00","@","BAL",6,6,"Sun","L 17-23","","BAL","grass","outdoors","64","Tifway 419 Hybrid (with Rye)","BAL","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","CIN 2019"
"2837","CLE",2019,"9/29/2019","13:00","13:00","@","BAL",4,4,"Sun","W 40-25","","BAL","grass","outdoors","83","Tifway 419 Hybrid (with Rye)","BAL","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","CLE 2019"
"2838","HOU",2019,"11/17/2019","13:00","13:00","@","BAL",11,10,"Sun","L 7-41","","BAL","grass","outdoors","44","Tifway 419 Hybrid (with Rye)","BAL","Natural Grass","Natural Grass","Natural Grass",2,"Bermuda","HOU 2019"
"2839","NE",2019,"11/3/2019","20:20","20:20","@","BAL",9,9,"Sun","L 20-37","","BAL","grass","outdoors","48","Tifway 419 Hybrid (with Rye)","BAL","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","NE 2019"
"2840","NYJ",2019,"12/12/2019","20:20","20:20","@","BAL",15,14,"Thu","L 21-42","","BAL","grass","outdoors","33","Tifway 419 Hybrid (with Rye)","BAL","Natural Grass","Natural Grass","Natural Grass",4,"Bermuda","NYJ 2019"
"2841","PIT",2019,"12/29/2019","16:25","16:25","@","BAL",17,16,"Sun","L 10-28","","BAL","grass","outdoors","46","Tifway 419 Hybrid (with Rye)","BAL","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","PIT 2019"
"2842","SF",2019,"12/1/2019","13:00","13:00","@","BAL",13,12,"Sun","L 17-20","","BAL","grass","outdoors","40","Tifway 419 Hybrid (with Rye)","BAL","Natural Grass","Natural Grass","Natural Grass",2,"Bermuda","SF 2019"
"2843","BAL",2018,"9/9/2018","13:00","13:00","","BUF",1,1,"Sun","W 47-3","","BAL","grass","outdoors","61","Tifway 419 Hybrid (with Rye)","BAL","Natural Grass","Natural Grass","Natural Grass",3,"Bermuda","BAL 2018"
"2844","BAL",2018,"9/23/2018","13:00","13:00","","DEN",3,3,"Sun","W 27-14","","BAL","grass","outdoors","61","Tifway 419 Hybrid (with Rye)","BAL","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","BAL 2018"
"2845","BAL",2018,"10/21/2018","16:05","16:05","","NO",7,7,"Sun","L 23-24","","BAL","grass","outdoors","54","Tifway 419 Hybrid (with Rye)","BAL","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","BAL 2018"
"2846","BAL",2018,"11/4/2018","13:00","13:00","","PIT",9,9,"Sun","L 16-23","","BAL","grass","outdoors","55","Tifway 419 Hybrid (with Rye)","BAL","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","BAL 2018"
"2847","BAL",2018,"11/18/2018","13:00","13:00","","CIN",11,10,"Sun","W 24-21","","BAL","grass","outdoors","48","Tifway 419 Hybrid (with Rye)","BAL","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","BAL 2018"
"2848","BAL",2018,"11/25/2018","13:00","13:00","","OAK",12,11,"Sun","W 34-17","","BAL","grass","outdoors","60","Tifway 419 Hybrid (with Rye)","BAL","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","BAL 2018"
"2849","BAL",2018,"12/16/2018","13:00","13:00","","TB",15,14,"Sun","W 20-12","","BAL","grass","outdoors","43","Tifway 419 Hybrid (with Rye)","BAL","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","BAL 2018"
"2850","BAL",2018,"12/30/2018","16:25","13:00","","CLE",17,16,"Sun","W 26-24","","BAL","grass","outdoors","48","Tifway 419 Hybrid (with Rye)","BAL","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","BAL 2018"
"2851","BUF",2018,"9/9/2018","13:00","13:00","@","BAL",1,1,"Sun","L 3-47","","BAL","grass","outdoors","61","Tifway 419 Hybrid (with Rye)","BAL","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","BUF 2018"
"2852","CIN",2018,"11/18/2018","13:00","13:00","@","BAL",11,10,"Sun","L 21-24","","BAL","grass","outdoors","48","Tifway 419 Hybrid (with Rye)","BAL","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","CIN 2018"
"2853","CLE",2018,"12/30/2018","16:25","13:00","@","BAL",17,16,"Sun","L 24-26","","BAL","grass","outdoors","48","Tifway 419 Hybrid (with Rye)","BAL","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","CLE 2018"
"2854","DEN",2018,"9/23/2018","13:00","13:00","@","BAL",3,3,"Sun","L 14-27","","BAL","grass","outdoors","61","Tifway 419 Hybrid (with Rye)","BAL","Natural Grass","Natural Grass","Natural Grass",2,"Bermuda","DEN 2018"
"2855","NO",2018,"10/21/2018","16:05","16:05","@","BAL",7,6,"Sun","W 24-23","","BAL","grass","outdoors","54","Tifway 419 Hybrid (with Rye)","BAL","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","NO 2018"
"2856","OAK",2018,"11/25/2018","13:00","13:00","@","BAL",12,11,"Sun","L 17-34","","BAL","grass","outdoors","60","Tifway 419 Hybrid (with Rye)","BAL","Natural Grass","Natural Grass","Natural Grass",2,"Bermuda","OAK 2018"
"2857","PIT",2018,"11/4/2018","13:00","13:00","@","BAL",9,8,"Sun","W 23-16","","BAL","grass","outdoors","55","Tifway 419 Hybrid (with Rye)","BAL","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","PIT 2018"
"2858","TB",2018,"12/16/2018","13:00","13:00","@","BAL",15,14,"Sun","L 12-20","","BAL","grass","outdoors","43","Tifway 419 Hybrid (with Rye)","BAL","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","TB 2018"
"2859","NO",2022,"10/16/2022","","","","CIN",6,6,"Sun","L 26-30","","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",3,"UBU/Turfnation","NO 2022"
"2860","NO",2022,"10/30/2022","","","","LV",8,8,"Sun","W 24-0","","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",1,"UBU/Turfnation","NO 2022"
"2861","NO",2022,"10/9/2022","","","","SEA",5,5,"Sun","W 39-32","","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",1,"UBU/Turfnation","NO 2022"
"2862","BAL",2022,"11/7/2022","","","@","NO",9,9,"Mon","W 27-13","","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",1,"UBU/Turfnation","BAL 2022"
"2863","ATL",2022,"12/18/2022","","","@","NO",15,14,"Sun","L 18-21","","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",1,"UBU/Turfnation","ATL 2022"
"2864","NO",2022,"11/7/2022","","","","BAL",9,9,"Mon","L 13-27","","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",3,"UBU/Turfnation","NO 2022"
"2865","NO",2022,"9/18/2022","","","","TB",2,2,"Sun","L 10-20","","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",2,"UBU/Turfnation","NO 2022"
"2866","NO",2022,"11/20/2022","","","","LAR",11,11,"Sun","W 27-20","","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",1,"UBU/Turfnation","NO 2022"
"2867","SEA",2022,"10/9/2022","","","@","NO",5,5,"Sun","L 32-39","","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",4,"UBU/Turfnation","SEA 2022"
"2868","NO",2022,"12/18/2022","","","","ATL",15,14,"Sun","W 21-18","","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",3,"UBU/Turfnation","NO 2022"
"2869","TB",2022,"9/18/2022","","","@","NO",2,2,"Sun","W 20-10","","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",2,"UBU/Turfnation","TB 2022"
"2870","NO",2022,"1/8/2023","","","","CAR",18,17,"Sun","L 7-10","","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",0,"UBU/Turfnation","NO 2022"
"2871","LV",2022,"10/30/2022","","","@","NO",8,7,"Sun","L 0-24","","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",0,"UBU/Turfnation","LV 2022"
"2872","LAR",2022,"11/20/2022","","","@","NO",11,10,"Sun","L 20-27","","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",3,"UBU/Turfnation","LAR 2022"
"2873","CIN",2022,"10/16/2022","","","@","NO",6,6,"Sun","W 30-26","","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",4,"UBU/Turfnation","CIN 2022"
"2874","CAR",2022,"1/8/2023","","","@","NO",18,17,"Sun","W 10-7","","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",0,"UBU/Turfnation","CAR 2022"
"2875","ATL",2021,"11/7/2021","","","@","NO",9,8,"Sun","W 27-25","","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",2,"UBU/Turfnation","ATL 2021"
"2876","BUF",2021,"11/25/2021","","","@","NO",12,11,"Thu","W 31-6","","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",3,"UBU/Turfnation","BUF 2021"
"2877","CAR",2021,"1/2/2022","","","@","NO",17,16,"Sun","L 10-18","","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",2,"UBU/Turfnation","CAR 2021"
"2878","DAL",2021,"12/2/2021","","","@","NO",13,12,"Thu","W 27-17","","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",2,"UBU/Turfnation","DAL 2021"
"2879","GB",2021,"9/12/2021","","","@","NO",1,1,"Sun","L 3-38","","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",0,"UBU/Turfnation","GB 2021"
"2880","MIA",2021,"12/27/2021","","","@","NO",16,15,"Mon","W 20-3","","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",0,"UBU/Turfnation","MIA 2021"
"2881","NO",2021,"9/12/2021","","","","GB",1,1,"Sun","W 38-3","","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",5,"UBU/Turfnation","NO 2021"
"2882","NO",2021,"10/3/2021","","","","NYG",4,4,"Sun","L 21-27 (OT)","OT","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",1,"UBU/Turfnation","NO 2021"
"2883","NO",2021,"10/31/2021","","","","TB",8,7,"Sun","W 36-27","","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",2,"UBU/Turfnation","NO 2021"
"2884","NO",2021,"11/7/2021","","","","ATL",9,8,"Sun","L 25-27","","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",3,"UBU/Turfnation","NO 2021"
"2885","NO",2021,"11/25/2021","","","","BUF",12,11,"Thu","L 6-31","","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",1,"UBU/Turfnation","NO 2021"
"2886","NO",2021,"12/2/2021","","","","DAL",13,12,"Thu","L 17-27","","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",1,"UBU/Turfnation","NO 2021"
"2887","NO",2021,"12/27/2021","","","","MIA",16,15,"Mon","L 3-20","","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",1,"UBU/Turfnation","NO 2021"
"2888","NO",2021,"1/2/2022","","","","CAR",17,16,"Sun","W 18-10","","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",1,"UBU/Turfnation","NO 2021"
"2889","NYG",2021,"10/3/2021","","","@","NO",4,4,"Sun","W 27-21 (OT)","OT","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",2,"UBU/Turfnation","NYG 2021"
"2890","TB",2021,"10/31/2021","","","@","NO",8,8,"Sun","L 27-36","","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",1,"UBU/Turfnation","TB 2021"
"2891","ATL",2020,"11/22/2020","","","@","NO",11,10,"Sun","L 9-24","","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",3,"UBU/Turfnation","ATL 2020"
"2892","CAR",2020,"10/25/2020","","","@","NO",7,7,"Sun","L 24-27","","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",2,"UBU/Turfnation","CAR 2020"
"2893","GB",2020,"9/27/2020","","","@","NO",3,3,"Sun","W 37-30","","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",3,"UBU/Turfnation","GB 2020"
"2894","KC",2020,"12/20/2020","","","@","NO",15,14,"Sun","W 32-29","","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",2,"UBU/Turfnation","KC 2020"
"2895","LAC",2020,"10/12/2020","","","@","NO",5,5,"Mon","L 27-30 (OT)","OT","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",2,"UBU/Turfnation","LAC 2020"
"2896","MIN",2020,"12/25/2020","","","@","NO",16,15,"Fri","L 33-52","","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",2,"UBU/Turfnation","MIN 2020"
"2897","NO",2020,"9/13/2020","","","","TB",1,1,"Sun","W 34-23","","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",2,"UBU/Turfnation","NO 2020"
"2898","NO",2020,"9/27/2020","","","","GB",3,3,"Sun","L 30-37","","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",3,"UBU/Turfnation","NO 2020"
"2899","NO",2020,"10/12/2020","","","","LAC",5,5,"Mon","W 30-27 (OT)","OT","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",0,"UBU/Turfnation","NO 2020"
"2900","NO",2020,"10/25/2020","","","","CAR",7,6,"Sun","W 27-24","","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",1,"UBU/Turfnation","NO 2020"
"2901","NO",2020,"11/15/2020","","","","SF",10,9,"Sun","W 27-13","","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",0,"UBU/Turfnation","NO 2020"
"2902","NO",2020,"11/22/2020","","","","ATL",11,10,"Sun","W 24-9","","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",1,"UBU/Turfnation","NO 2020"
"2903","NO",2020,"12/20/2020","","","","KC",15,14,"Sun","L 29-32","","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",4,"UBU/Turfnation","NO 2020"
"2904","NO",2020,"12/25/2020","","","","MIN",16,15,"Fri","W 52-33","","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",0,"UBU/Turfnation","NO 2020"
"2905","SF",2020,"11/15/2020","","","@","NO",10,10,"Sun","L 13-27","","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",1,"UBU/Turfnation","SF 2020"
"2906","TB",2020,"9/13/2020","","","@","NO",1,1,"Sun","L 23-34","","NOR","ubu/turfnation","","","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",2,"UBU/Turfnation","TB 2020"
"2907","ARI",2019,"10/27/2019","13:00","0:00","@","NO",8,8,"Sun","L 9-31","","NOR","ubu/turfnation","dome","65","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",2,"UBU/Turfnation","ARI 2019"
"2908","ATL",2019,"11/10/2019","13:00","0:00","@","NO",10,9,"Sun","W 26-9","","NOR","ubu/turfnation","dome","67","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",3,"UBU/Turfnation","ATL 2019"
"2909","CAR",2019,"11/24/2019","13:00","0:00","@","NO",12,11,"Sun","L 31-34","","NOR","ubu/turfnation","dome","52","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",4,"UBU/Turfnation","CAR 2019"
"2910","DAL",2019,"9/29/2019","20:20","19:20","@","NO",4,4,"Sun","L 10-12","","NOR","ubu/turfnation","dome","87","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",2,"UBU/Turfnation","DAL 2019"
"2911","HOU",2019,"9/9/2019","19:10","18:10","@","NO",1,1,"Mon","L 28-30","","NOR","ubu/turfnation","dome","91","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",0,"UBU/Turfnation","HOU 2019"
"2912","IND",2019,"12/16/2019","20:15","19:15","@","NO",15,14,"Mon","L 7-34","","NOR","ubu/turfnation","dome","73","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",1,"UBU/Turfnation","IND 2019"
"2913","NO",2019,"9/9/2019","19:10","18:10","","HOU",1,1,"Mon","W 30-28","","NOR","ubu/turfnation","dome","91","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",0,"UBU/Turfnation","NO 2019"
"2914","NO",2019,"9/29/2019","20:20","19:20","","DAL",4,4,"Sun","W 12-10","","NOR","ubu/turfnation","dome","87","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",0,"UBU/Turfnation","NO 2019"
"2915","NO",2019,"10/6/2019","13:00","0:00","","TB",5,5,"Sun","W 31-24","","NOR","ubu/turfnation","dome","85","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",0,"UBU/Turfnation","NO 2019"
"2916","NO",2019,"10/27/2019","13:00","0:00","","ARI",8,8,"Sun","W 31-9","","NOR","ubu/turfnation","dome","65","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",0,"UBU/Turfnation","NO 2019"
"2917","NO",2019,"11/10/2019","13:00","0:00","","ATL",10,9,"Sun","L 9-26","","NOR","ubu/turfnation","dome","67","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",3,"UBU/Turfnation","NO 2019"
"2918","NO",2019,"11/24/2019","13:00","0:00","","CAR",12,11,"Sun","W 34-31","","NOR","ubu/turfnation","dome","52","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",1,"UBU/Turfnation","NO 2019"
"2919","NO",2019,"12/8/2019","13:00","0:00","","SF",14,13,"Sun","L 46-48","","NOR","ubu/turfnation","dome","64","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",5,"UBU/Turfnation","NO 2019"
"2920","NO",2019,"12/16/2019","20:15","19:15","","IND",15,14,"Mon","W 34-7","","NOR","ubu/turfnation","dome","73","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",2,"UBU/Turfnation","NO 2019"
"2921","SF",2019,"12/8/2019","13:00","0:00","@","NO",14,13,"Sun","W 48-46","","NOR","ubu/turfnation","dome","64","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",2,"UBU/Turfnation","SF 2019"
"2922","TB",2019,"10/6/2019","13:00","0:00","@","NO",5,5,"Sun","L 24-31","","NOR","ubu/turfnation","dome","85","Turf Nation S5","NOR","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",2,"UBU/Turfnation","TB 2019"
"2923","ARI",2019,"10/20/2019","13:00","13:00","@","NYG",7,7,"Sun","W 27-21","","NYG","ubu/turfnation","outdoors","56","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",0,"UBU/Turfnation","ARI 2019"
"2924","BUF",2019,"9/15/2019","13:00","13:00","@","NYG",2,2,"Sun","W 28-14","","NYG","ubu/turfnation","outdoors","79","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",2,"UBU/Turfnation","BUF 2019"
"2925","DAL",2019,"11/4/2019","20:15","20:15","@","NYG",9,8,"Mon","W 37-18","","NYG","ubu/turfnation","outdoors","51","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",0,"UBU/Turfnation","DAL 2019"
"2926","GB",2019,"12/1/2019","13:00","13:00","@","NYG",13,12,"Sun","W 31-13","","NYG","ubu/turfnation","outdoors","32","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",0,"UBU/Turfnation","GB 2019"
"2927","MIA",2019,"12/15/2019","13:00","13:00","@","NYG",15,14,"Sun","L 20-36","","NYG","ubu/turfnation","outdoors","48","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",3,"UBU/Turfnation","MIA 2019"
"2928","MIN",2019,"10/6/2019","13:00","13:00","@","NYG",5,5,"Sun","W 28-10","","NYG","ubu/turfnation","outdoors","66","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",2,"UBU/Turfnation","MIN 2019"
"2929","NYG",2019,"9/15/2019","13:00","13:00","","BUF",2,2,"Sun","L 14-28","","NYG","ubu/turfnation","outdoors","79","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",0,"UBU/Turfnation","NYG 2019"
"2930","NYG",2019,"9/29/2019","13:00","13:00","","WAS",4,4,"Sun","W 24-3","","NYG","ubu/turfnation","outdoors","77","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",1,"UBU/Turfnation","NYG 2019"
"2931","NYG",2019,"10/6/2019","13:00","13:00","","MIN",5,5,"Sun","L 10-28","","NYG","ubu/turfnation","outdoors","66","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",1,"UBU/Turfnation","NYG 2019"
"2932","NYG",2019,"10/20/2019","13:00","13:00","","ARI",7,7,"Sun","L 21-27","","NYG","ubu/turfnation","outdoors","56","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",0,"UBU/Turfnation","NYG 2019"
"2933","NYG",2019,"11/4/2019","20:15","20:15","","DAL",9,9,"Mon","L 18-37","","NYG","ubu/turfnation","outdoors","51","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",2,"UBU/Turfnation","NYG 2019"
"2934","NYG",2019,"12/1/2019","13:00","13:00","","GB",13,12,"Sun","L 13-31","","NYG","ubu/turfnation","outdoors","32","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",2,"UBU/Turfnation","NYG 2019"
"2935","NYG",2019,"12/15/2019","13:00","13:00","","MIA",15,14,"Sun","W 36-20","","NYG","ubu/turfnation","outdoors","48","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",1,"UBU/Turfnation","NYG 2019"
"2936","NYG",2019,"12/29/2019","16:25","16:25","","PHI",17,16,"Sun","L 17-34","","NYG","ubu/turfnation","outdoors","42","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",0,"UBU/Turfnation","NYG 2019"
"2937","PHI",2019,"12/29/2019","16:25","16:25","@","NYG",17,16,"Sun","W 34-17","","NYG","ubu/turfnation","outdoors","42","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",0,"UBU/Turfnation","PHI 2019"
"2938","WAS",2019,"9/29/2019","13:00","13:00","@","NYG",4,4,"Sun","L 3-24","","NYG","ubu/turfnation","outdoors","77","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",1,"UBU/Turfnation","WAS 2019"
"2939","CHI",2018,"12/2/2018","13:00","13:00","@","NYG",13,12,"Sun","L 27-30","OT","NYG","ubu/turfnation","outdoors","52","UBU Speed Series S5-M Synthetic Turf","NYC","UBU/Turfnation","Artificial Slit-Film","Artificial Turf",1,"UBU/Turfnation","CHI 2018"
